Learning Rate,Epochs,F1 Score,Accuracy,Average Loss,Description,Seed
0.0001,5,0.7912423625254583,0.7748489840746843,0.4536722048855664,Epoch 4,5
VANILLA,300,150,2,0,False,0.4536722048855664,Validation loss for epoch 3.,-1,1,0.7748489840746843,0.7912423625254583,0.0001,5,False
0.0001,5,0.7910028116213682,0.7550796265788029,0.47785294474216927,Epoch 5,5
VANILLA,300,150,2,0,False,0.47785294474216927,Validation loss for epoch 4.,-1,1,0.7550796265788029,0.7910028116213682,0.0001,5,False
0.0001,5,0.7777777777777779,0.7431192660550459,0.4827512875199318,Test,5
VANILLA,300,150,2,0,False,0.4827512875199318,Test loss.,-1,1,0.7431192660550459,0.7777777777777779,0.0001,5,False
0.0001,5,0.6704761904761904,0.71499176276771,0.5635360709407873,Epoch 1,4
VANILLA,300,150,2,0,False,0.5635360709407873,Validation loss for epoch 0.,-1,1,0.71499176276771,0.6704761904761904,0.0001,5,False
0.0001,5,0.6763590391908977,0.7188358045030203,0.5894740140228941,Epoch 2,4
VANILLA,300,150,2,0,False,0.5894740140228941,Validation loss for epoch 1.,-1,1,0.7188358045030203,0.6763590391908977,0.0001,5,False
0.0001,5,0.6999398677089598,0.7259747391543108,0.5865209808475093,Epoch 3,4
VANILLA,300,150,2,0,False,0.5865209808475093,Validation loss for epoch 2.,-1,1,0.7259747391543108,0.6999398677089598,0.0001,5,False
0.0001,5,0.6692861820563196,0.7226798462383306,0.629678303735298,Epoch 4,4
VANILLA,300,150,2,0,False,0.629678303735298,Validation loss for epoch 3.,-1,1,0.7226798462383306,0.6692861820563196,0.0001,5,False
0.0001,5,0.685640362225097,0.7331136738056013,0.5867842148270523,Epoch 5,4
VANILLA,300,150,2,0,False,0.5867842148270523,Validation loss for epoch 4.,-1,1,0.7331136738056013,0.685640362225097,0.0001,5,False
0.0001,5,0.67828418230563,0.7247706422018348,0.5996755265763828,Test,4
VANILLA,300,150,2,0,False,0.5996755265763828,Test loss.,-1,1,0.7247706422018348,0.67828418230563,0.0001,5,False
